index,Movies,P_Genre,S_Genre,T_Genre,Cluster_ID
2431,kaabil,2,2,9,3
2432,who killed captain alex?,2,2,5,37
2433,"oss 117: le caire, nid d'espions",2,0,15,4
2434,wolf creek 3,2,16,6,443
2435,hatsukoi,2,1,4,6
2436,the last patrol,2,15,16,27
2437,jojakdoen dosi,2,2,6,5
2438,revenge of the ninja,2,2,9,3
2439,baekdusan,2,0,6,313
2440,all quiet on the western front,2,15,2,291
2441,iboy,2,2,16,474
2442,ballistic: ecks vs. sever,2,2,5,37
2443,vice,2,4,6,140
2444,ging chaat goo si 4: gaan dan yam mo,2,0,15,4
2445,gundala,2,0,9,7
2446,rupan sansei: kariosutoro no shiro,4,3,3,286
2447,silent rage,2,2,10,45
2449,berserk: ougon jidai-hen ii - dorudorei koryaku,4,3,3,286
2450,delhi belly,2,1,4,6
2451,o-jik geu-dae-man,2,15,0,14
2452,furyô anego den: inoshika ochô,2,2,9,3
2453,beowulf &amp; grendel,2,0,9,7
2454,the hike,2,1,10,23
2455,kite,2,2,6,5
2456,supercross,2,15,0,14
2457,panipat,2,15,7,379
2458,pusher ii,2,2,9,3
2459,sholay,2,0,15,4
2460,de zaak alzheimer,2,2,9,3
2461,offender,2,2,9,3
2462,myeong-ryang,2,15,7,379
2463,the young lions,2,15,2,291
2464,little america,2,0,16,1
2465,salute,2,2,9,3
2466,alien hunter,2,0,16,1
2467,sarpatta parambarai,2,15,17,395
2468,hit: the 2nd case,2,2,6,5
2469,boku no hîrô akademia the movie ~ 2-ri no eiyû ~,4,3,3,286
2470,death wish 4: the crackdown,2,2,9,3
2472,evangerion shin gekijôban: ha,4,3,9,18
2473,the hunting party,2,15,19,53
2474,desert heat,2,1,9,26
2475,french connection ii,2,2,9,3
2476,my hero academia - boku no hîrô akademia the movie - heroes: rising - hîrôzu: raijingu,4,3,3,286
2477,taxi 5,2,1,4,6
2478,ferry,2,2,9,3
2479,china salesman,2,1,9,26
2480,student of the year 2,2,1,9,26
2481,las leyes de la frontera,2,0,4,156
2482,main hoon na,2,1,9,26
2483,forces spéciales,2,15,2,291
2484,il mondo di yor,2,0,8,21
2485,robopocalypse,2,0,16,1
2486,taegukgi hwinalrimyeo,2,15,2,291
2487,the seven-ups,2,2,9,3
2488,lesbian vampire killers,2,1,8,42
2489,black '47,2,15,7,379
2490,tank,2,1,9,26
2491,sniper special ops,2,15,2,291
2492,atomic blonde 2,2,0,6,313
2493,convict,2,2,9,3
2494,smoke signal,2,15,19,53
2495,so undercover,2,1,4,6
2496,the purple plain,0,15,2,84
2497,gekijô-ban poketto monsutâ: maboroshi no pokemon: rugia bakutan,4,3,3,286
2498,6 bullets,2,2,9,3
2499,meteor,2,15,16,27
2501,san wa,2,0,15,4
2502,the crazies,2,16,16,391
2503,morte sospetta di una minorenne,2,1,4,6
2504,knockin' on heaven's door,2,2,15,101
2505,killshot,2,2,9,3
2506,mo' money,2,1,4,6
2507,firewalker,2,0,15,4
2508,downrange,2,16,6,443
2509,baiohazâdo: dijenerêshon,4,3,10,75
2510,road to ninja: naruto the movie,4,3,3,286
2511,udta punjab,2,2,9,3
2512,the art of war,2,0,4,156
2513,asher,2,15,6,16
2514,dragon ball z: moetsukiro!! nessen ressen chô-gekisen,4,3,8,50
2515,nae-ga sal-in-beom-i-da,2,2,6,5
2516,warriors of virtue,2,0,8,21
2517,the blue max,2,15,0,14
2518,wild oats,2,0,15,4
2519,regular show: the movie,4,3,3,286
2520,blankman,2,1,4,6
2522,rollercoaster,2,2,9,3
2523,dragon warriors,2,0,15,4
2524,never too young to die,2,0,15,4
2526,field of lost shoes,2,15,2,291
2527,the hot rock,2,1,4,6
2528,dilwale,2,1,9,26
2529,mortal kombat legends: scorpion's revenge,4,3,3,286
2530,arabesque,2,0,4,156
2531,hell ride,2,15,6,16
2532,fan,2,15,6,16
2533,bangkok dangerous,2,2,6,5
2534,pan-dola,2,15,6,16
2535,bloodrayne: the third reich,2,0,8,21
2536,the pool,2,15,10,235
2537,disorganized crime,2,1,4,6
2538,shao lin san shi liu fang,2,0,9,7
2539,the warriors gate,2,0,15,4
2540,shangri-la suite,2,2,9,3
2541,chained heat,2,2,9,3
2542,singularity,2,0,9,7
2543,d block,2,15,6,16
2544,planet dune,2,0,10,459
2545,terminal velocity,2,7,0,59
2546,kensuke's kingdom,4,3,3,286
2547,ju ji shou,2,15,2,291
2548,tell it like a woman,2,1,9,26
2549,machete kills in space,2,1,16,121
2550,hard hunted,2,0,6,313
2551,yongseoneun eupda,2,2,6,5
2552,one piece film z,4,3,3,286
2553,birkebeinerne,2,15,7,379
2554,the scorpion king: book of souls,2,0,8,21
2555,pandemic,2,16,16,391
2556,the yakuza,2,2,9,3
2557,dayi: bir adamin hikayesi,2,0,9,7
2558,paan singh tomar,2,12,4,10
2559,the white buffalo,2,0,19,425
2560,echo boomers,2,2,9,3
2561,sweet virginia,2,15,6,16
2562,raazi,2,15,6,16
2563,antitrust,2,2,9,3
2564,brothers,2,15,17,395
2565,gojira: fainaru uôzu,2,0,8,21
2566,treasure of the amazon,2,0,9,7
2568,the ambulance,2,1,10,23
2569,saja,2,16,6,443
2570,buck rogers in the 25th century,2,0,16,1
2571,our man flint,2,0,15,4
2572,gallowwalkers,2,0,8,21
2573,chang-gwol,2,15,7,379
2574,batman,2,2,18,98
2575,pink cadillac,2,1,4,6
2576,to hell and back,2,12,9,17
2577,tropa de elite 2: o inimigo agora é outro,2,2,9,3
2578,dodookdeul,2,1,4,6
2579,strategic air command,2,15,2,291
2580,avatar 4,2,0,8,21
2581,avengers of justice: farce wars,2,1,18,60
2582,primal: tales of savagery,4,3,3,286
2583,l'isola degli uomini pesce,2,0,10,459
2584,the meteor man,2,1,8,42
2585,condorman,2,0,15,4
2586,lucifer,2,2,9,3
2587,jurassic shark,2,0,15,4
2588,lassiter,2,2,9,3
2589,aladin,2,0,15,4
2590,sand sharks,2,0,15,4
2591,king kong vs. godzilla,2,0,8,21
2592,gor,2,0,8,21
2593,flood,2,15,6,16
2594,seoulyeok,4,3,10,75
2595,aftershock,2,0,10,459
2596,the sweeney,2,2,9,3
2597,heaven &amp; earth,2,12,9,17
2598,flash gordon conquers the universe,2,0,16,1
2599,nimona,4,3,3,286
2600,to end all wars,2,15,2,291
2601,the corruptor,2,2,6,5
2602,race 3,2,2,6,5
2603,red surf,2,2,9,3
2604,rain,2,15,18,305
2605,the mod squad,2,2,6,5
2607,kyûketsuki hantâ d,4,3,8,50
2609,white sands,2,2,9,3
2610,iron eagle ii,2,15,0,14
2611,timerider: the adventure of lyle swann,2,0,16,1
2612,dakuaan da munda 2,2,0,14,124
2613,comment je suis devenu super-héros,2,0,15,4
2614,shinkansen daibakuha,2,2,9,3
2615,les affamés,2,0,9,7
2616,taxi 2,2,1,4,6
2617,modesty blaise,2,0,15,4
2618,fuzz,2,1,4,6
2619,sunsu-ui sidae,2,15,0,14
2620,chennai express,2,1,0,8
2621,the raid,2,2,6,5
2622,pawn shop chronicles,2,1,4,6
2623,abgeschnitten,2,2,10,45
2624,le professionnel,2,2,9,3
2625,dolemite,2,1,4,6
2626,valimai,2,2,6,5
2628,the nude bomb,2,1,4,6
2629,far cry,2,0,16,1
2630,the crimson pirate,2,0,15,4
2631,the ambushers,2,1,16,121
2632,shark exorcist,2,13,10,88
2633,resident evil: red falls,2,16,16,391
2634,maniac cop 2,2,2,10,45
2635,shadow wolves,2,0,6,313
2636,the jezebels,2,2,9,3
2637,dynasty warriors,2,0,8,21
2638,rurôni kenshin: kyôto taika-hen,2,0,9,7
2639,precious cargo,2,1,6,49
2640,vault,2,2,9,3
2641,u-neun nam-ja,2,2,9,3
2642,raid,2,2,9,3
2644,tiger house,2,2,9,3
2645,shin seiki evangelion gekijô-ban: shito shinsei,4,3,9,18
2646,the night watchmen,2,1,10,23
2647,missing in action 2: the beginning,2,15,6,16
2648,violet &amp; daisy,2,1,4,6
2649,black dog,2,2,9,3
2650,see spot run,2,1,4,6
2651,fighting,2,2,9,3
2652,das finstere tal,2,15,19,53
2653,surf nazis must die,2,1,9,26
2654,death wish v: the face of death,2,2,9,3
2655,attack on titan,2,15,8,335
2656,the concorde... airport '79,2,15,6,16
2657,savaged,2,13,10,88
2658,the glimmer man,2,1,4,6
2659,micmacs à tire-larigot,2,1,4,6
2660,fire on the amazon,2,0,9,7
2661,jodhaa akbar,2,15,7,379
2662,stroker ace,2,1,0,8
2663,l'ennemi public n°1,2,12,4,10
2664,the rebels of pt-218,2,0,9,7
2665,raze,2,15,10,235
2666,zorro: the gay blade,2,0,15,4
2668,mohenjo daro,2,0,9,7
2669,rosewood,2,15,7,379
2670,avenging angelo,2,1,4,6
2671,happy new year,2,1,4,6
2672,sometimes a great notion,2,0,9,7
2673,delta farce,2,0,15,4
2674,gang related,2,2,9,3
2675,evangelion shin gekijôban: kyu,4,3,9,18
2676,legionnaire's trail,2,0,7,58
2677,doctor,2,1,4,6
2678,badlapur,2,2,9,3
2679,renegades,2,0,4,156
2680,bad grandmas,2,1,4,6
2681,bu er shen tan,2,1,4,6
2682,spider-man 4: fan film,2,0,9,7
2683,jungle run,2,0,6,313
2684,escape to athena,2,0,15,4
2685,nekrotronic,2,1,10,23
2686,chik loh goh yeung,2,2,0,83
2687,the powerpuff girls movie,4,3,3,286
2688,deadly force,2,2,9,3
2689,matando cabos,2,0,15,4
2690,blackout,2,2,6,5
2691,vr (vikrant rona),2,0,9,7
2692,green lantern corps,2,0,16,1
2693,scorched earth,2,15,6,16
2694,diablo,2,0,6,313
2695,kidô senshi gandamu: senkô no hasauei,4,3,9,18
2696,beyond atlantis,2,0,8,21
2697,start-up,2,1,9,26
2698,arjun reddy,2,15,0,14
2699,doctor mordrid,2,13,10,88
2700,code geass: fukkatsu no lelouch,4,3,3,286
2701,jungle book,2,0,18,2
2702,dongnesaramdeul,2,2,5,37
2703,mutant chronicles,2,0,5,52
2704,gun shy,2,1,6,49
2705,birth of the dragon,2,12,9,17
2706,dokjeon,2,2,6,5
2707,the fuller brush girl,2,0,15,4
2708,jagga jasoos,2,0,15,4
2709,joshua tree,2,0,4,156
2710,dillinger,2,12,4,10
2711,texas rangers,2,0,9,7
2712,outpost,2,16,16,391
2713,redbad,2,15,7,379
2714,that darn cat,2,1,4,6
2715,meitantei conan: hiiro no dangan,4,3,4,57
2716,the mighty quinn,2,2,9,3
2717,all about the benjamins,2,1,4,6
2718,max manus,2,12,9,17
2719,the sea beast,2,0,8,21
2720,fast and loose,2,2,6,5
2721,crow,2,7,6,25
2722,khartoum,2,0,9,7
2723,maximum ride,2,0,15,4
2724,the stolen,2,0,9,7
2725,kill 'em all,2,2,5,37
2726,extortion,2,0,4,156
2727,der rote baron,2,0,14,124
2728,sweet sweetback's baadasssss song,2,2,9,3
2729,a prayer for the dying,2,2,9,3
2730,dnevnoy dozor,2,13,10,88
2731,digimon adventure: last evolution kizuna,4,3,3,286
2732,route 666,2,16,6,443
2733,detective conan: the bride of halloween,4,3,4,57
2735,seongnan hwangso,2,2,6,5
2736,the perfect weapon,2,2,9,3
2737,galaxis,2,4,6,140
2738,demetrius and the gladiators,2,15,7,379
2739,baby driver 2,2,0,15,4
2740,captive,2,12,4,10
2741,shen tan pu song ling,2,0,18,2
2742,morituri,2,15,6,16
2743,halo,2,0,18,2
2744,mon-seu-teo,2,15,6,16
2745,after school,2,0,15,4
2746,terra formars,2,16,16,391
2747,wing commander,2,0,16,1
2748,citizen toxie: the toxic avenger iv,2,1,8,42
2749,the sicilian,2,2,9,3
2750,the main event,2,1,18,60
2751,ging chaat goo si juk jaap,2,1,4,6
2752,silent trigger,2,15,6,16
2753,the crow: salvation,2,2,8,62
2754,wrecker,2,16,6,443
2756,beastmaster 2: through the portal of time,2,0,8,21
2757,who'll stop the rain,2,2,9,3
2758,bo bui gai wak,2,0,15,4
2759,the january man,2,1,4,6
2760,conquest,2,0,8,21
2761,doraemon the movie: nobita's little star wars 2021,4,3,3,286
2762,arthur &amp; merlin: knights of camelot,2,0,7,58
2763,dong wu shi jie,2,13,16,129
2764,felidae,4,3,9,18
2765,general commander,2,15,6,16
2766,vigilante,2,2,6,5
2767,mythica: a quest for heroes,2,0,8,21
2768,bunraku,2,15,6,16
2769,dobermann,2,2,6,5
2770,lukas,2,15,6,16
2771,when time ran out...,2,0,9,7
2772,freaks: you're one of us,2,15,8,335
2773,amazon hot box,2,15,10,235
2774,watchers,2,16,16,391
2775,see you yesterday,2,0,4,156
2776,feral,2,15,10,235
2777,avenging angel,2,2,6,5
2778,company,2,2,9,3
2779,beast of burden,2,2,9,3
2780,queimada,2,15,2,291
2781,the monkey king,4,3,3,286
2782,operation dumbo drop,2,0,15,4
2783,tracers,2,2,9,3
2784,across 110th street,2,2,9,3
2785,gwok chaan ling ling chat,2,1,6,49
2786,breakout,2,0,9,7
2787,kuffs,2,1,4,6
2788,wu xia,2,2,9,3
2789,let the wrong one in,2,1,10,23
2790,theodore rex,2,1,18,60
2791,reign of the supermen,4,3,3,286
2792,hangmen,2,9,3,108
2793,hidden dragon,4,3,3,286
2794,the jurassic games,2,16,16,391
2795,gadar: ek prem katha,2,15,0,14
2796,gintama: the final,4,3,15,66
2797,mou seung,2,2,5,37
2798,the legend of the lone ranger,2,0,19,425
2799,vice squad,2,2,9,3
2800,strippers vs werewolves,2,1,4,6
2801,halls of montezuma,2,0,9,7
2802,el naser salah el dine,2,0,9,7
2803,the legend of maula jatt,2,15,8,335
2804,dragon ball z: doragon bôru z - fukkatsu no 'f',4,3,3,286
2805,miracle at st. anna,2,15,2,291
2806,shingeki no kyojin: chronicle,4,3,3,286
2807,beterang,2,1,4,6
2808,bailout: the age of greed,2,2,6,5
2809,monster hunters,2,4,6,140
2810,picasso trigger,2,0,6,313
2811,cartels,2,2,6,5
2812,real men,2,1,16,121
2813,jangsa-ri 9.15,2,15,2,291
2814,justice league vs. the fatal five,4,3,8,50
2815,dhoom,2,2,9,3
2817,grabbers,2,0,15,4
2818,wan pisu firumu: sutorongu warudo,4,3,3,286
2819,a low down dirty shame,2,1,4,6
2820,sonatine,2,1,4,6
2821,oegye+in 1bu,2,13,16,129
2822,violenza in un carcere femminile,2,2,9,3
2823,best of the best ii,2,2,9,3
2824,hard to die,2,1,10,23
2825,gekijô-ban poketto monsutâ: kesshô-tô no teiô,4,3,3,286
2826,attack of the killer donuts,2,1,10,23
2827,message man,2,2,6,5
2828,gangcheolbi,2,15,6,16
2829,avane srimannarayana,2,0,15,4
2830,the high and the mighty,2,0,9,7
2831,the majorettes,2,2,10,45
2832,the nutcracker in 3d,2,10,8,51
2833,steel dawn,2,0,16,1
2834,catfight,2,1,9,26
2835,big legend,2,0,10,459
2836,the sea wolves,2,11,2,63
2837,kill command,2,16,16,391
2838,rurôni kenshin: densetsu no saigo-hen,2,0,9,7
2839,distant drums,2,0,9,7
2840,target,2,0,4,156
2841,pokémon: mewtwo strikes back - evolution,4,3,18,70
2842,the toxic avenger part ii,2,1,10,23
2843,aiyaary,2,15,6,16
2844,pik lik foh,2,2,6,5
2845,death machine,2,16,16,391
2846,michiel de ruyter,2,12,9,17
2847,give 'em hell malone,2,2,6,5
2848,junk head,4,3,3,286
2849,mei gong he xing dong,2,0,4,156
2850,börü,2,9,2,491
2851,the holcroft covenant,2,2,5,37
2852,jallikattu,2,2,6,5
2853,1990: i guerrieri del bronx,2,4,6,140
2854,55 days at peking,2,0,9,7
2855,simmba,2,2,9,3
2856,dasavatharam,2,0,16,1
2857,race 2,2,2,6,5
2858,l'intervention,2,15,7,379
2859,daeho,2,0,9,7
2860,artemis,2,0,4,156
2861,from a house on willow street,2,2,10,45
2862,malibu rescue,2,1,18,60
2863,cotton comes to harlem,2,1,4,6
2864,hell is where the home is,2,2,10,45
2865,amsal,2,15,6,16
2866,shin kamen rider,2,0,9,7
2867,captain horatio hornblower r.n.,2,0,9,7
2868,the mark of zorro,2,0,18,2
2869,forced vengeance,2,0,4,156
2870,sin-gwa ham-kke: in-gwa yeon,2,15,8,335
2871,daylight's end,2,13,10,88
2872,blame!,4,3,9,18
2873,the wild angels,2,15,6,16
2874,banlieue 13: ultimatum,2,2,6,5
2875,lupin iii: the first,4,3,3,286
2876,juggernaut,2,15,6,16
2877,zhui bu,2,2,6,5
2878,dung fong sam hap,2,13,6,43
2879,legionnaire,2,0,9,7
2880,orígenes secretos,2,2,9,3
2881,kill switch,2,4,6,140
2882,shi shen ling,2,0,9,7
2883,tau ming chong,2,0,9,7
2884,narrow margin,2,2,6,5
2885,the man,2,1,4,6
2886,donnybrook,2,15,6,16
2887,higher power,2,0,16,1
2888,shark!,2,0,6,313
2889,a scream in the streets,2,2,6,5
2890,flammen &amp; citronen,2,15,7,379
2891,las brujas de zugarramurdi,2,0,15,4
2892,siegfried und das sagenhafte liebesleben der nibelungen,2,0,8,21
2893,zatanna,2,0,8,21
2894,the phantom planet,2,0,16,1
2895,macon county line,2,15,0,14
2896,agent revelation,2,4,6,140
2897,singham,2,2,9,3
2898,robot overlords,2,0,16,1
2899,frenchy,2,2,9,3
2900,raees,2,2,9,3
2901,trancers ii,2,16,16,391
2902,airlift,2,15,7,379
2903,speed zone,2,1,17,82
2904,cleanskin,2,2,9,3
2905,sink the bismarck!,2,15,7,379
2906,oomai sennaai,2,2,9,3
2907,the man from hong kong,2,0,9,7
2908,the born losers,2,15,6,16
2909,godzilla: king of the monsters!,2,16,16,391
2910,bloodsucking bastards,2,1,10,23
2911,g.i. joe: ever vigilant,2,0,16,1
2912,shakedown,2,2,9,3
2913,dance flick,2,1,12,104
2914,baaghi,2,5,6,61
2915,indian 2,2,15,6,16
2916,grand theft auto,2,1,4,6
2917,garden of evil,2,0,9,7
2918,sirocco,2,15,13,56
2919,wake of death,2,0,9,7
2920,agent cody banks 2: destination london,2,0,15,4
2921,the secret invasion,2,15,7,379
2922,kataude mashin gâru,2,1,10,23
2923,città violenta,2,2,6,5
2924,bilal: a new breed of hero,4,3,3,286
2925,baaghi 3,2,0,6,313
2926,day of the assassin,2,0,9,7
2927,alien abduction,2,0,10,459
2928,gamgi,2,15,16,27
2929,nikamma,2,1,9,26
2930,the anderson tapes,2,2,6,5
2931,the young savages,2,2,9,3
2932,mcq,2,2,9,3
2933,the protector,2,2,6,5
2934,highwaymen,2,2,10,45
2935,namhansanseong,2,15,7,379
2936,tôkyô gûru,2,15,8,335
2937,on the job,2,2,9,3
2938,universal soldier: regeneration,2,0,16,1
2939,sen'ya ichiya monogatari,4,3,3,286
2940,chi trova un amico trova un tesoro,0,1,11,78
2941,the lady in red,2,2,9,3
2942,gekijouban poketto monsutâ: koko,4,3,3,286
2943,stone,2,15,3,113
2944,7 guardians of the tomb,2,0,10,459
2945,2036 origin unknown,2,4,6,140
2946,longshot,2,1,4,6
2947,mr. nanny,2,1,18,60
2948,the shooter,2,15,4,93
2949,"war, inc.",2,1,6,49
2950,da bing xiao jiang,2,0,15,4
2951,rebel,2,15,6,16
2952,warlock: the armageddon,2,13,10,88
2953,streets,2,15,6,16
2954,beau geste,2,0,9,7
2955,superlópez,2,1,16,121
2956,knock off,2,2,6,5
2957,lawnmower man 2: beyond cyberspace,2,4,6,140
2958,the car: road to revenge,2,0,10,459
2959,skinford: chapter two,2,16,6,443
2960,san taam,2,2,5,37
2961,palido,2,2,6,5
2962,tiger zinda hai,2,0,6,313
2963,varathan,2,15,6,16
2964,phantasm: ravager,2,13,10,88
2965,behind the curtain of night,2,16,0,89
2966,born of hope,2,0,8,21
2967,homo erectus,2,1,9,26
2968,blood: the last vampire,2,0,8,21
2969,telefon,2,2,9,3
2970,2.0,2,4,6,140
2971,gekijôban hunter x hunter: the last mission,4,3,3,286
2972,hellhole,2,15,10,235
2973,the order,2,2,9,3
2974,superman and the mole-men,2,0,9,7
2975,hero and the terror,2,2,9,3
2976,sixpack annie,2,0,15,4
2977,little caesar,2,2,9,3
2978,blackthorn,2,0,19,425
2979,lo chiamavano jeeg robot,2,1,9,26
2980,shark season,2,16,6,443
2981,digimon: the movie,4,3,3,286
2982,ator l'invincibile,2,0,8,21
2983,revolt,2,0,16,1
2984,the train robbers,2,1,0,8
2985,winning,2,15,17,395
2986,desierto,2,0,9,7
2987,an eye for an eye,2,0,4,156
2988,promare: puromea,4,3,3,286
2989,stagecoach,2,0,19,425
2990,moon 44,2,4,6,140
2991,assassination,2,15,6,16
2992,pawankhind,2,15,7,379
2993,tarzan and the lost city,2,0,18,2
2994,snabba cash ii,2,2,9,3
2995,taxi 3,2,1,4,6
2996,nappeun nyeoseogdeul: deo mubi,2,2,6,5
2997,two-minute warning,2,2,9,3
2998,waist deep,2,2,9,3
2999,jing cha gu shi 2013,2,2,9,3
3000,alcatraz,2,0,4,156
3001,original gangstas,2,2,9,3
3002,angie: lost girls,2,2,9,3
3003,untitled labyrinth project,2,0,18,2
3004,gam-si-ja-deul,2,2,6,5
3005,electra,2,4,6,140
3006,24,2,1,9,26
3007,the bag man,2,2,9,3
3008,flying tigers,2,15,0,14
3009,kidnapping mr. heineken,2,2,9,3
3010,shark: rosso nell'oceano,2,0,15,4
3011,gekijô-ban poketto monsutaa: mizu no miyako no mamori gami ratiasu to ratiosu,4,3,3,286
3012,batoru rowaiaru ii: chinkonka,2,0,9,7
3013,dou foh sin,2,2,6,5
3014,revenger,2,2,6,5
3015,dead bang,2,2,9,3
3016,gekijô-ban naruto: daikatsugeki! yukihime ninpôchô dattebayo!!,4,3,3,286
3017,ölümlü dünya,2,1,4,6
3018,ink,2,15,8,335
3019,sword of the valiant: the legend of sir gawain and the green knight,2,0,8,21
3020,gabriel,2,13,10,88
3021,tridev,2,2,9,3
3022,jurassic city,2,0,15,4
3023,"gojira, mosura, kingu gidorâ: daikaijû sôkôgeki",2,0,8,21
3024,ronal barbaren,4,3,3,286
3025,straight to hell,2,1,19,79
3026,wonder women,2,16,16,391
3027,chak daan juen ga 2,2,2,6,5
3028,the sea hawk,2,0,7,58
3029,don,2,2,6,5
3030,max cloud,2,1,16,121
3031,father's day,2,1,10,23
3032,rise,2,2,10,45
3033,naruto,2,0,8,21
3034,the king of fighters,2,4,6,140
3035,i kina spiser de hunde,2,1,4,6
3036,"bon cop, bad cop",2,1,4,6
3037,walking tall part ii,2,12,4,10
3038,firehouse dog,2,1,18,60
3039,dark light,2,16,5,485
3040,kambakkht ishq,2,1,0,8
3041,fled,2,0,4,156
3042,breaker! breaker!,2,0,4,156
3043,paparazzi,2,2,9,3
3044,hae-jeok: ba-da-ro gan san-jeok,2,0,15,4
3045,big ass spider!,2,0,15,4
3046,paul dood's deadly lunch break,2,1,6,49
3047,omkara,2,2,9,3
3048,mary kom,2,12,9,17
3049,shaan,2,0,4,156
3050,you may not kiss the bride,2,1,4,6
3051,battleground,2,15,7,379
3052,arsenal,2,2,6,5
3053,brat 2,2,2,9,3
3054,hurricane,2,15,2,291
3055,spiders 3d,2,0,15,4
3056,supercell,2,0,9,7
3057,gojira vs. biorante,2,4,6,140
3058,wonder twins,2,0,15,4
3059,gekijô ban naruto: shippûden - kizuna,4,3,8,50
3060,ashanti,2,0,9,7
3061,duncan,2,0,15,4
3062,adult beginners,2,1,9,26
3063,shottas,2,2,9,3
3064,a cry in the wild,2,0,6,313
3065,versus,2,15,8,335
3066,bridge of the doomed,2,16,6,443
3067,star trek: captain pike,2,0,16,1
3068,c.c. &amp; company,2,1,9,26
3069,raw force,0,16,11,97
3070,saat po long,2,2,6,5
3071,yu-gi-oh! the movie,4,3,3,286
3072,fat pizza,2,0,15,4
3073,zombie tidal wave,2,0,15,4
3074,turkey shoot,2,15,10,235
3075,kaijû daisensô,2,0,16,1
3076,wanted: dead or alive,2,2,9,3
3077,becky 2: the wrath of becky,2,16,6,443
3078,mannen på taket,2,2,9,3
3079,el tesoro de la diosa blanca,2,0,10,459
3080,the blood of heroes,2,4,17,73
3081,rang zi dan fei,2,1,9,26
3082,ape vs. monster,2,0,16,1
3083,gumrah,2,2,9,3
3084,huang jia shi jie,2,1,4,6
3085,autoreiji,2,2,9,3
3086,darr,2,15,0,14
3087,mahaveeryar,2,15,8,335
3088,the whiskey bandit,2,12,4,10
3089,kidô senshi gundam cucuruz doan no shima,4,3,9,18
3090,gekijô-ban sôdo âto onrain: sword art online - ôdinaru sukêru -,4,3,3,286
3091,jackson county jail,2,2,9,3
3092,do san,2,1,9,26
3093,i love trouble,2,1,0,8
3094,black,2,2,9,3
3095,ma-yak-wang,2,2,9,3
3096,recoil,2,2,9,3
3097,bigil,2,15,17,395
3098,phantasm iii: lord of the dead,2,13,10,88
3099,flashpoint,2,2,9,3
3100,endgame - bronx lotta finale,2,4,6,140
3101,water gate bridge,2,15,7,379
3102,doc savage: the man of bronze,2,0,15,4
3103,the night of the following day,2,2,9,3
3104,bai she 2: qing she jie qi,4,3,3,286
3105,15/07 safak vakti,2,15,2,291
3106,a force of one,2,2,9,3
3107,the valley of gwangi,2,0,16,1
3108,shootout at lokhandwala,2,2,7,94
3109,pakka commercial,2,1,4,6
3110,rosebud,2,0,9,7
3111,12 rounds 3: lockdown,2,2,6,5
3112,the husband's secret,2,2,9,3
3113,coolie no. 1,2,1,0,8
3114,cats &amp; dogs 3: paws unite,4,3,3,286
3115,belyy tigr,2,0,8,21
3116,solo,2,4,6,140
3117,deokhyeongju,2,12,9,17
3118,wedlock,2,2,9,3
3119,the legend of ben hall,2,12,9,17
3120,drive,2,0,16,1
3121,outlaws and angels,2,0,9,7
3122,minotaur,2,0,8,21
3123,thoongaavanam,2,2,6,5
3124,batman and robin,2,0,18,2
3125,untitled i am legend sequel,2,16,16,391
3126,stander,2,12,4,10
3128,poliziotto superpiù,2,1,8,42
3129,safety last!,2,1,6,49
3130,zero nine,2,2,6,5
3131,red riding hood,2,0,18,2
3132,ride on,2,1,9,26
3133,the flim-flam man,2,1,4,6
3134,to the limit,2,2,6,5
3136,high-rise rescue,2,15,6,16
3137,the specials,2,1,8,42
3138,roughshod,2,0,9,7
3139,freelancers,2,2,9,3
3140,"fear, inc.",2,1,10,23
3141,una magnum special per tony saitta,2,2,9,3
3142,rapa nui,2,0,9,7
3143,blue iguana,2,1,4,6
3144,re:born,2,2,9,3
3145,the battle of the river plate,2,0,9,7
3146,de l'autre côté du périph,2,1,4,6
3147,out of time,2,15,16,27
3148,wazir,2,2,9,3
3149,a murder of crows,2,2,6,5
3150,the day,2,15,10,235
3151,close range,2,2,6,5
3152,dip huet gai tau,2,2,9,3
3153,shingeki no kyojin: endo obu za wârudo,2,0,8,21
3154,eat locals,2,1,10,23
3155,one piece: omatsuri danshaku to himitsu no shima,4,3,3,286
3156,the outlaw johnny black,2,1,19,79
3157,saints and soldiers,2,15,2,291
3158,wanted 2,2,2,6,5
3159,revenge of the green dragons,2,2,9,3
3160,the lovers,2,0,0,282
3161,hokuto no ken,4,3,9,18
3162,the money,2,0,15,4
3163,saat po long 2,2,0,4,156
3164,death kiss,2,2,9,3
3165,baadshah,2,1,4,6
3167,land of doom,2,0,16,1
3168,young billy young,2,5,19,55
3169,north sea hijack,2,0,6,313
3170,war pigs,2,15,2,291
3171,thunderbolts,2,0,16,1
3172,the son of no one,2,2,9,3
3173,bear island,2,0,5,52
3174,koroshi no rakuin,2,2,9,3
3175,v.i.p.,2,2,6,5
3176,battle creek brawl,2,1,4,6
3177,la french,2,2,6,5
3178,take off,2,15,6,16
3179,the assassination bureau,2,0,15,4
3180,shehzada,2,1,9,26
3181,masterminds,2,1,6,49
3182,the sword in the stone,2,0,18,2
3183,herbie goes to monte carlo,2,0,15,4
3184,tau man ji d,2,1,9,26
3185,ne zha zhi mo tong jiang shi,4,3,3,286
3186,lakshya,2,15,0,14
3187,edison,2,2,9,3
3188,ni no kuni,4,3,3,286
3189,triggered,2,1,10,23
3190,9 rota,2,15,7,379
